61.000	.000	.231	.000	.231	.000	.000	.000	.000	.000	.000	.000	.347	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	1.333	1.333	1.000	1.333	1.667	1.000	1.667	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
65.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	2.000	1.667	1.500	2.333	1.667	2.000	2.000	1.667	1.500	2.000	1.667	1.500	2.000	1.667	1.500	2.000	1.667	1.500	2.000	1.667	1.500	2.000	1.667	1.500	1.000	1.000	1.000	.875	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
67.000	.693	.462	.000	.000	.231	.549	.693	.000	.347	1.535	.999	.000	.231	.597	.000	.231	.462	.000	.597	.231	.000	.000	.462	.000	3.333	3.333	2.500	3.333	3.667	3.000	3.333	2.667	3.500	2.000	2.333	1.500	3.000	2.000	2.500	2.333	2.000	1.000	1.667	1.667	1.500	2.667	1.667	1.500	.667	.528	.667	1.000	1.000	1.000	1.000	1.000	1.000	.875	.778	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
68.000	.732	.597	.347	.231	.231	.347	.462	.231	.347	.000	.462	.693	.231	.000	.000	.693	.462	.347	.231	.000	.000	.231	.000	.000	1.667	1.667	1.000	2.667	2.667	1.500	3.333	2.667	1.500	2.000	2.000	1.500	2.667	2.667	1.500	2.000	2.000	1.500	1.333	1.333	2.000	2.000	1.667	1.500	.479	.500	1.000	.708	.667	.833	.833	.667	1.000	.813	.611	1.000	.875	.667	1.000	.500	.556	.833	.708	.583	.833	.688	1.000	1.000
71.000	.693	.693	.693	.597	.000	.347	.366	.462	.347	.462	.231	.000	.231	.000	.000	.000	.000	.000	.000	.000	.000	.231	.000	.000	2.000	2.000	2.000	2.667	2.000	1.500	2.000	2.000	2.000	2.667	2.000	1.500	2.000	1.667	1.500	2.000	1.667	1.500	3.000	2.333	2.000	2.000	1.667	1.500	.875	1.000	.833	.875	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
73.000	.231	.597	.347	.597	.462	.549	1.099	1.099	1.099	.963	.963	1.242	1.386	1.386	1.040	1.059	.903	.805	.693	.924	.693	1.059	.828	1.040	2.333	3.333	2.500	4.000	3.000	2.000	4.667	4.000	3.500	3.333	2.667	2.500	4.333	4.333	4.000	2.333	3.333	2.500	1.667	2.333	1.000	2.667	2.667	1.500	.875	.833	.667	.875	.833	.361	.875	.833	.500	1.000	.833	.667	.833	.750	.444	.750	.750	.306	.708	.417	.750	.800	.417	.667
76.000	1.195	1.059	.896	.828	.462	.347	.693	.693	.693	.693	.693	.693	.693	.693	.693	.693	.693	.693	.462	.828	.693	.693	.828	.693	2.333	2.333	2.500	3.333	3.000	2.500	3.667	2.333	2.500	4.000	3.333	3.000	4.000	3.333	3.000	4.000	3.333	3.000	3.333	3.000	2.000	4.000	3.333	3.000	1.000	1.000	1.000	1.000	1.000	1.000	.875	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
77.000	.231	.462	.347	.462	.231	.000	.000	.000	.347	.597	.000	.347	.231	.366	.347	.231	.000	.347	.231	.693	.347	.231	.000	.000	2.333	2.000	2.000	1.667	2.333	1.500	1.333	1.667	1.500	2.667	2.667	2.500	3.333	2.000	2.000	3.000	2.333	2.000	3.000	2.333	2.000	2.333	2.333	1.500	.583	.611	.778	.750	1.000	.667	.625	.833	.833	.625	1.000	.667	.625	1.000	.833	.542	.778	.389	.750	1.000	1.000	.875	1.000	1.000
79.000	.693	.732	.693	.828	.828	.693	.000	.732	.549	.462	.828	.693	.597	.732	.549	.924	1.059	.549	.462	.597	.347	.924	.828	.693	4.000	2.667	4.000	3.000	2.667	2.500	2.000	2.000	1.500	3.333	3.333	3.000	3.000	3.000	2.500	3.000	3.333	2.500	1.000	1.333	1.500	3.667	3.333	3.000	.708	.750	.778	1.000	1.000	1.000	1.000	1.000	1.000	.875	1.000	1.000	.750	.833	.611	.875	1.000	.833	1.000	1.000	1.000	.875	.833	1.000
81.000	.000	.597	.000	.000	.231	.000	.000	.000	.000	.000	.231	.000	.000	.231	.347	.000	.366	.347	.231	.366	.000	.732	.597	.000	1.667	2.000	1.000	2.667	2.000	1.500	2.667	2.000	1.500	2.333	2.000	1.500	2.333	2.333	2.000	2.000	2.000	1.500	2.000	1.667	1.500	2.333	2.000	1.500	1.000	.833	.778	1.000	1.000	.750	1.000	.556	.528	1.000	1.000	1.000	1.000	1.000	.778	1.000	1.000	.833	.875	1.000	.750	1.000	1.000	1.000
83.000	.963	.963	.896	.693	.693	1.099	.828	.462	.896	.924	.924	1.242	.828	.597	1.099	1.155	.828	1.040	.693	.732	1.099	.828	.828	.896	3.333	4.000	3.000	3.333	4.000	3.000	3.667	3.333	3.000	4.667	5.000	3.500	4.000	4.000	3.000	4.333	4.000	3.500	3.667	4.000	3.000	3.667	4.000	3.500	.750	.556	1.000	.583	.556	.833	.708	.528	1.000	.542	.278	.833	.875	.667	1.000	.833	.667	1.000	.708	.667	1.000	.750	.611	1.000
85.000	.693	.597	1.099	.597	.597	.896	.366	.366	.549	.000	.231	.347	.231	.000	.347	.231	.000	.347	.000	.231	.000	.000	.000	.000	4.000	3.000	2.500	3.000	2.333	2.000	4.000	3.333	2.500	3.000	2.667	2.500	3.000	3.667	2.500	4.667	4.000	3.500	2.333	1.667	1.500	2.667	3.000	2.500	.833	.833	.583	1.000	1.000	.667	1.000	1.000	.528	1.000	1.000	.833	.875	1.000	.667	.875	1.000	.778	1.000	1.000	1.000	.813	1.000	.778
90.000	.366	.693	.693	.462	.693	.549	.231	.231	.347	.231	.597	.347	.231	.693	.347	.231	.693	.347	.231	.366	.347	.231	.366	.347	2.333	2.667	2.500	2.333	2.000	1.500	1.667	1.333	1.500	2.667	2.333	1.500	3.333	2.333	2.000	2.667	2.667	2.000	2.333	1.667	2.000	3.000	2.667	2.000	.750	.833	1.000	.750	1.000	.833	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	.875	.667	1.000	1.000	1.000	.833
106.000	.828	.963	.896	.462	.732	.693	.366	.693	.347	.597	.732	.896	.231	.462	.000	.231	.462	.693	.231	.231	.347	.000	.000	.000	3.000	2.667	2.000	4.000	3.333	3.000	4.000	3.000	3.000	4.000	3.000	3.000	3.667	2.667	2.000	4.000	2.667	2.000	3.333	2.333	2.000	3.000	2.333	2.000	.875	1.000	1.000	.625	.667	.500	.875	1.000	.667	.813	1.000	.667	.875	.778	1.000	.875	1.000	.611	1.000	1.000	1.000	1.000	1.000	1.000
108.000	.000	.366	.347	.000	.000	.000	.000	.000	.000	.597	.231	.000	.231	.231	.549	.000	.000	.000	.000	.231	.000	.828	.597	.896	2.000	1.000	1.500	2.667	2.000	2.000	2.667	2.667	2.500	3.000	2.333	1.500	3.333	2.333	3.000	3.000	2.667	2.000	2.667	2.667	2.500	3.667	2.667	3.000	.875	.833	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	.833
113.000	.000	.366	.000	.366	.366	.347	.231	.366	.000	.231	.231	.347	.597	.597	.347	.366	.000	.693	.462	.000	.000	.000	.000	.000	2.000	1.667	1.500	3.000	2.333	2.500	3.667	2.667	2.500	2.000	2.000	1.500	3.333	3.667	2.500	4.333	3.333	3.000	3.667	3.333	2.500	3.667	3.333	3.000	.875	1.000	1.000	.875	1.000	.667	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	.667	.833	.833	.500	1.000	1.000	1.000	1.000	1.000	1.000
114.000	.768	.828	1.040	.693	.597	.693	1.230	.999	1.040	1.386	1.290	1.242	.597	.693	.347	.231	.366	.549	.462	.231	.549	.231	.462	.693	4.333	3.667	4.000	2.667	3.000	2.500	4.000	4.000	3.500	4.333	4.000	4.000	4.000	3.333	3.500	3.333	2.667	3.000	3.000	2.333	3.000	2.667	2.667	2.500	.354	.611	.567	.750	1.000	.778	.708	1.000	1.000	.688	.667	.667	.667	1.000	.361	.708	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
117.000	.231	.732	.896	.231	.462	.347	.000	.693	.347	.000	.828	.693	.000	.462	.693	.597	1.099	1.040	.000	.231	.347	.000	.231	.693	1.000	1.333	1.000	1.333	1.333	1.500	1.000	1.333	1.000	2.667	2.667	1.500	1.000	1.333	1.000	2.000	2.000	1.500	1.000	1.000	1.000	1.000	1.000	1.000	.833	1.000	1.000	.750	.833	1.000	.875	1.000	1.000	.708	1.000	1.000	.750	1.000	1.000	.542	.667	.833	1.000	1.000	1.000	1.000	1.000	1.000
118.000	.000	.231	.000	.231	.231	.347	.000	.231	.000	.000	.231	.000	.000	.231	.347	.000	.462	.347	.000	.000	.000	.000	.231	.347	2.000	2.667	1.500	2.667	2.333	1.500	2.333	2.333	1.500	2.667	2.000	1.500	2.667	2.333	2.000	3.000	2.333	2.000	2.000	1.667	1.500	2.333	2.000	1.500	1.000	1.000	.833	1.000	1.000	.833	1.000	1.000	.833	.833	1.000	.500	1.000	1.000	.667	1.000	1.000	1.000	.875	1.000	1.000	1.000	1.000	.667
125.000	.924	.828	.693	1.059	.999	.896	.231	.462	.347	.693	1.155	1.040	.000	.231	.000	.000	.000	.000	.000	.231	.000	.000	.597	.693	3.333	2.667	2.000	3.333	3.000	2.000	2.333	2.000	1.500	3.667	3.000	2.500	1.667	2.000	1.000	2.000	1.667	1.000	2.000	1.667	1.500	2.000	2.333	1.500	.875	1.000	1.000	.875	1.000	1.000	.833	1.000	1.000	.813	1.000	1.000	.875	1.000	1.000	.833	1.000	1.000	.875	1.000	1.000	.875	1.000	1.000
130.000	.231	.462	.000	.000	.231	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.231	.231	.347	.231	.231	.000	.000	.000	.000	2.000	1.333	1.500	1.667	1.667	1.500	2.000	1.667	1.500	2.000	1.667	1.500	1.000	1.000	1.000	2.000	1.667	1.500	2.000	1.667	1.500	2.000	1.667	1.500	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
133.000	1.059	.963	.896	.000	.462	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	.000	1.000	1.667	1.000	2.333	2.667	1.500	1.000	1.000	1.000	1.333	1.333	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
135.000	.231	.231	.347	.231	.597	.347	.000	.231	.000	.462	.693	.000	.963	.963	.549	.000	.231	.693	.462	.462	.347	.924	1.195	1.242	2.667	2.333	2.500	2.000	2.333	2.000	2.333	2.000	1.500	3.000	3.000	2.000	4.333	3.667	3.500	2.333	2.000	1.500	4.333	3.000	2.500	4.333	3.333	3.000	.667	.361	.778	.875	.833	1.000	.875	1.000	.833	.875	1.000	1.000	.875	.833	.750	.750	.556	.556	.750	.500	.667	.583	.667	.750
136.000	.732	.597	.549	.597	.366	.549	.231	.366	.000	.693	.231	.347	.828	.693	.693	.693	.828	.693	.231	.366	.000	.231	.000	.000	2.333	2.333	3.000	2.667	2.333	2.000	2.667	2.000	2.000	3.000	2.667	2.500	3.333	3.000	3.000	3.333	2.667	2.000	2.000	1.667	1.500	2.333	2.333	1.500	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	.778	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
141.000	.231	.693	.896	.231	.231	.000	.231	.597	.347	.597	.462	.549	.597	.231	.347	.597	.462	.347	.000	.000	.000	.000	.231	.000	2.000	2.000	2.000	2.333	2.333	1.500	2.000	2.000	1.500	2.667	1.667	1.500	2.333	2.000	2.000	2.000	2.000	1.500	1.667	2.000	1.500	1.333	1.667	1.000	.875	.833	.667	.833	.833	.667	.875	.833	1.000	.875	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
142.000	.828	.732	1.040	.597	.597	.347	.597	.924	.693	.000	.000	.347	.462	.231	.347	.462	.366	.000	.462	.231	.693	.597	.693	.693	3.000	2.000	1.000	3.000	2.333	1.500	2.667	2.333	1.500	3.667	3.333	3.000	3.333	3.000	3.000	3.000	3.333	3.000	3.333	2.333	1.500	3.333	3.667	2.500	.675	1.000	.778	.675	.833	.778	.688	1.000	.750	.813	1.000	.833	.833	1.000	.778	.688	.833	.778	.488	.833	.583	.708	1.000	.833
152.000	.462	.366	.347	.366	.231	.000	.732	.597	.693	.231	.000	.347	.732	.903	.896	.693	.462	.347	.828	.828	.896	.000	.231	.000	1.667	1.667	1.500	1.000	1.667	1.500	1.667	2.000	1.500	2.000	1.667	1.500	2.333	1.667	2.500	4.000	3.000	3.500	3.000	2.667	2.500	1.667	1.667	1.500	.875	.833	.778	.875	.833	.833	1.000	.667	1.000	.750	.667	.667	.625	.667	.567	.625	.500	.667	.750	.500	.556	.625	.500	.667
157.000	.462	.693	.347	.231	.597	.347	.462	.231	.347	.000	.231	.000	.597	.231	.000	.231	.231	.347	.000	.000	.000	.000	.000	.000	4.333	4.000	3.000	3.000	3.667	2.000	4.000	3.667	3.000	3.000	3.667	2.500	4.667	4.000	2.500	3.667	3.000	2.000	3.333	2.667	2.000	4.333	3.333	2.500	.750	1.000	.833	.708	1.000	.778	.875	1.000	.778	.875	1.000	.833	.875	.500	.611	.875	1.000	.778	.875	1.000	.833	.875	1.000	.667
158.000	.828	.693	.693	.693	.597	.549	.462	.462	.000	.231	.693	.347	.462	.462	.000	.462	.462	.347	.462	.462	.347	.231	.597	.549	2.667	3.667	2.500	2.000	3.333	1.500	2.667	2.667	1.500	2.333	2.000	2.000	2.000	2.333	2.000	2.333	2.333	1.500	2.000	2.333	2.000	2.000	2.333	1.500	.875	1.000	1.000	.875	.667	1.000	1.000	1.000	1.000	.875	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
162.000	1.290	1.155	1.242	1.290	1.059	1.040	1.386	1.155	1.386	1.461	1.290	1.386	1.461	1.386	1.386	1.290	1.386	1.242	1.290	1.386	1.242	1.386	1.386	1.386	3.667	3.000	3.500	4.333	3.333	3.500	5.000	4.000	4.500	4.000	4.000	4.500	4.667	4.000	4.000	4.333	3.333	4.000	4.333	3.667	3.500	4.333	4.333	4.000	.875	1.000	.833	.875	.833	1.000	.833	1.000	.833	1.000	1.000	.667	1.000	1.000	1.000	1.000	1.000	1.000	1.000	.667	1.000	.875	1.000	1.000
171.000	1.230	.903	1.242	.963	.732	1.242	.828	.366	.896	.366	.462	.549	.231	.462	.693	.462	.462	.693	.828	.963	1.099	.462	.828	1.040	2.667	2.667	2.000	3.000	2.333	1.500	3.333	2.667	1.500	2.667	1.333	1.500	2.000	1.667	1.000	2.000	1.667	1.500	1.667	1.667	1.000	1.667	1.667	1.000	1.000	.833	.667	.875	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	.833	1.000	1.000	1.000	.833
172.000	.828	.963	.896	.828	.828	.896	.462	.597	.347	.462	.732	.347	.924	.924	1.040	.000	.000	.000	.000	.000	.000	.000	.000	.000	2.333	2.333	1.500	3.000	2.000	2.500	2.333	1.333	1.500	3.000	2.000	2.500	2.000	2.000	2.000	5.000	3.667	3.000	5.000	3.667	3.000	5.000	3.667	3.000	.708	.833	.667	1.000	1.000	1.000	1.000	1.000	1.000	1.000	.833	.833	.750	.833	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
175.000	.597	.693	.896	.597	.693	1.099	.597	.462	.896	.597	.693	.896	.693	.828	.896	.231	.366	.693	.462	.462	.347	.693	.693	.693	2.333	1.667	2.000	2.667	2.667	2.000	1.333	1.667	1.500	3.333	3.333	2.500	1.333	2.000	1.500	1.667	2.667	1.500	1.667	2.667	1.500	2.000	2.000	2.000	.479	.389	.306	.542	.500	.611	.396	.444	.583	.333	.306	.528	1.000	1.000	1.000	.875	1.000	.833	1.000	1.000	1.000	.750	1.000	1.000
